"Loc_code","Name","Province","Latitude","Longitude","counts","FirstCount","LatestCount","boundary_polygon"
"31421812","Olifants River Mouth: South Bank","Western Cape","-31.7","18.2","50","1996-01-18","2021-02-02"," 18.208993769006383,-31.71047713558597,0 18.20782775387056,-31.70797301397989,0 18.20580385880305,-31.706802186336165,0 18.20705483020265,-31.70488145752854,0 18.208043813577205,-31.70145764545797,0 18.208841198581922,-31.698434923788998,0 18.208537593101823,-31.69680896095302,0 18.207408100516318,-31.69252501774294,0 18.206119860222543,-31.68959310127196,0 18.20484929062627,-31.688619155104582,0 18.20510709416635,-31.68781424105024,0 18.20446570000354,-31.686712725560667,0 18.203852093159412,-31.685015851540424,0 18.202921129125798,-31.683271288360586,0 18.20191772011026,-31.68349743472082,0 18.20106365565448,-31.683914210897057,0 18.201282900702836,-31.685697363780644,0 18.201557935174833,-31.686861139135686,0 18.200508494049472,-31.687762794512263,0 18.199516603495112,-31.689468068821767,0 18.199867954833394,-31.691046234498596,0 18.199302087897194,-31.692614795589616,0 18.198469053621807,-31.694863067261753,0 18.19650428547402,-31.698088784585156,0 18.194963413466666,-31.699269726122132,0 18.193374266381965,-31.698202274068514,0 18.191837054557254,-31.699623766116552,0 18.19189803894983,-31.70075280126584,0 18.193213905067978,-31.70205787128306,0 18.193606317575586,-31.703080443904703,0 18.195063193109717,-31.70474511228145,0 18.196261189553524,-31.705295931425397,0 18.197334462376147,-31.7055532511539,0 18.19846352855143,-31.706937280481703,0 18.199602425371495,-31.7098958530538,0 18.203745318195842,-31.713083440215268,0 18.20456812967234,-31.714251768314945,0 18.20487050025531,-31.715317950999495,0 18.20558357361631,-31.715908077526656,0 18.206296646977307,-31.71605428291807,0 18.207655484346332,-31.71492985890487,0 18.208134688023392,-31.713754294608467,0 18.208197028018958,-31.712624682763167,0"
"33372214","Oudtshoorn Sewage Works","Western Cape","-33.61563","22.22877","8","1999-07-17","2003-01-18",NA
"34051849","Paardevlei Dam","Western Cape","-34.08749","18.81276","37","1993-01-16","2016-01-19",NA
"33411858","Paarl Bird Sanctuary","Western Cape","-33.68632","18.98231","288","1993-01-16","2020-10-31",NA
"34211859","Palmiet River Mouth","Western Cape","-34.34213","18.99391","2","1999-06-16","2005-03-28",NA
"34191953","Panorama Salt Pan","Western Cape","-34.3206","19.8854","11","2009-01-24","2016-08-08","19.88419277694958,-34.32151915445299,0 19.88396153856439,-34.32193047342815,0 19.88375708543521,-34.32255665661416,0 19.88348726395087,-34.32353743323345,0 19.88345622903003,-34.32386595299472,0 19.88327054753212,-34.32410949665142,0 19.88332514601906,-34.32430891063503,0 19.88348449592886,-34.32431394031131,0 19.88397544762826,-34.32406506422039,0 19.88426097039152,-34.3234634086726,0 19.88479343432471,-34.32274555494124,0 19.88511039329579,-34.32235136926239,0 19.88548749974576,-34.32182392529706,0 19.88574785822914,-34.32149417525897,0 19.8860388324815,-34.32110488000114,0 19.88630911385134,-34.32077536889388,0 19.88627000388588,-34.32044398580067,0 19.88611914903629,-34.32016917923956,0 19.88587643792187,-34.31991380900392,0 19.88572106575755,-34.31975273611447,0 19.88505359035217,-34.31976706305615,0 19.88458002344304,-34.32076825646049,0 19.88437977762902,-34.32119595073937,0 19.88419277694958,-34.32151915445299,0"
"34021830","Parkwood Vlei","Western Cape","-34.03378","18.49908","1","1999-10-12","1999-10-12",NA
"34112201","PetroSA Dams","Western Cape","-34.17651","22.0024","29","2001-07-14","2016-07-10",NA
"34001830","Philippi Wetlands: Ottery Rd A","Western Cape","-34.01778","18.53332","17","0000-00-00","2016-10-16",NA
"34001831","Philippi Wetlands: Ottery Rd B","Western Cape","-34.02217","18.53567","16","2013-01-12","2016-10-16",NA
"34001833","Philippi Wetlands: Ottery Rd C","Western Cape","-34.020756","18.539347","13","2013-06-21","2015-10-07",NA
"34011830","Philippi Wetlands: Ottery Rd D","Western Cape","-34.012497","18.535595","15","2013-06-21","2016-10-16",NA
"33591833","Philippi Wetlands: Ottery Rd E","Western Cape","-34.01307","18.539542","13","2013-06-21","2015-10-07",NA
"34011834","Philippi Wetlands: Ottery Rd F","Western Cape","34.018468","18.538808","10","2013-09-12","2015-10-07",NA
"34031832","Philippi Wetlands: Punt Rd A","Western Cape","-34.050481","18.548107","16","2012-07-26","2015-10-07",NA
"34021833","Philippi Wetlands: Punt Rd B","Western Cape","-34.048805","18.547492","12","2013-07-02","2015-10-07",NA
"34011833","Philippi Wetlands: Varkensvlei Rd A","Western Cape","-34.024051","18.540081","17","2012-07-26","2016-10-16",NA
"34021832","Philippi Wetlands: Varkensvlei Rd B","Western Cape","-34.025734","18.539055","17","2012-07-26","2016-10-16",NA
"33501832","Potsdam Waste Water Treatment Works","Western Cape","-33.84039","18.522158","2","2020-02-02","2020-11-21",NA
"34451937","Quoin Point Coastal","Western Cape","-34.75","19.6167","9","2013-01-08","2015-04-17",NA
"33561829","Raapenberg Bird Sanctuary: Canal and River","Western Cape","-33.92982","18.47829","19","2003-11-28","2005-09-30"," 18.47611762548422,-33.931615860670945,0 18.47822826525271,-33.93026794792143,0 18.47898750125023,-33.93231055671678,0 18.479964808763725,-33.93466164433828,0 18.480407949243272,-33.935478269882665,0 18.481070642935265,-33.935996705486694,0 18.481835977742776,-33.93604303718772,0 18.48161312702075,-33.93573300420447,0 18.481184080971502,-33.93548916249607,0 18.480782874627834,-33.93511960483316,0 18.480488933725496,-33.93448583734058,0 18.479576888036604,-33.932133155077814,0 18.47904619291228,-33.930848543473886,0 18.47868761108373,-33.9298268299381,0 18.478357032669805,-33.92895225526828,0 18.477945646388434,-33.92797685286819,0 18.477301122708922,-33.92679250361887,0 18.476892669702465,-33.92691093937856,0 18.477920915499453,-33.928930516222614,0 18.47795094866069,-33.929519509195,0 18.47785030533214,-33.93004671818208,0 18.477354821240624,-33.93045225288077,0 18.47602782517879,-33.931464496693884,0"
"33561828","Raapenberg Bird Sanctuary: Pans","Western Cape","-33.93179","18.47725","27","1994-01-22","2005-09-30"," 18.476018544537623,-33.93258732556293,0 18.477048332506,-33.93243643421284,0 18.477630298962026,-33.93261828698007,0 18.478290618318624,-33.93319865673475,0 18.478920749300414,-33.933910570945386,0 18.479024231355424,-33.93440560741611,0 18.478708699053982,-33.93493119663239,0 18.479215750218486,-33.935610824097026,0 18.479558012885718,-33.936087770466855,0 18.48039188408984,-33.93614369837979,0 18.480585697638162,-33.93580657245639,0 18.479947003910638,-33.935033333080526,0 18.479397460327163,-33.93364777359302,0 18.478436585141025,-33.93140735865596,0 18.478091331930045,-33.93051392734401,0 18.477274181645043,-33.931053913560284,0 18.476401027150245,-33.931735078093894,0 18.476165449014047,-33.93186677893617,0 18.476023211227698,-33.93219983625468,0"
"33181845","Radyn Dam","Western Cape","-33.31127","18.74433","55","1993-01-17","2020-08-30",NA
"33511829","Rietvlei Wetland Reserve: Central Pans","Western Cape","-33.84626","18.5008","30","2001-01-19","2020-11-20",NA
"33501831","Rietvlei Wetland Reserve: Channel","Western Cape","-33.84874","18.50912","22","2001-01-19","2009-05-07",NA
"33521830","Rietvlei Wetland Reserve: Combined","Western Cape","-33.85029","18.50004","18","1992-07-15","2018-09-16",NA
"33501830","Rietvlei Wetland Reserve: Diep River","Western Cape","-33.83619","18.521","26","2001-01-19","2020-11-20",NA
"33501828","Rietvlei Wetland Reserve: Dolphin Beach","Western Cape","-33.829","18.48342","27","2001-01-19","2020-08-21",NA
"33511828","Rietvlei Wetland Reserve: North Vlei","Western Cape","-33.8368","18.48961","24","2002-04-19","2020-11-21",NA
"33521828","Rietvlei Wetland Reserve: South Vlei","Western Cape","-33.84422","18.49127","24","2002-04-19","2020-08-21",NA
"34081955","Riviersonderend Sewage Ponds","Western Cape","-34.1379","19.9243","9","2008-01-29","2013-07-16","19.92330747318893,-34.13822110251338,0 19.92329657551906,-34.13836741027917,0 19.92307661552583,-34.13856430545609,0 19.92283192380604,-34.13881154347082,0 19.92286627830403,-34.13889974720095,0 19.92295127481378,-34.13899930485684,0 19.92302483945052,-34.13911582664318,0 19.92307647647395,-34.13924889926025,0 19.92317102288091,-34.13936696822555,0 19.92339663982989,-34.13939654433001,0 19.92370290927319,-34.13933419009967,0 19.92397808623474,-34.13928709445831,0 19.92425385141063,-34.13923990662313,0 19.92454507388071,-34.13913194213113,0 19.92486532302902,-34.13906868928734,0 19.9251473979503,-34.13895109047525,0 19.92535426485111,-34.13885605371404,0 19.92545597058854,-34.13875601016274,0 19.9256144622143,-34.13875473819479,0 19.92576155278019,-34.13877049488308,0 19.92592836295069,-34.13881351116395,0 19.92610829080034,-34.13882214826051,0 19.92638255637711,-34.13885275654667,0 19.9266255917391,-34.13887300956617,0 19.92675560754238,-34.13883526799081,0 19.92682511168636,-34.13858414895151,0 19.92684352306151,-34.13831320972955,0 19.92685951222185,-34.13806859923223,0 19.92687693056398,-34.13779806082293,0 19.92690376489688,-34.13738815722351,0 19.9268702670238,-34.137255393454,0 19.92674550313789,-34.13721505022532,0 19.92652060314401,-34.13724889486193,0 19.92604780084835,-34.13735054318547,0 19.92569526932246,-34.13740491059112,0 19.92542556145037,-34.1374892638433,0 19.92520535342737,-34.13747128152947,0 19.92503517368414,-34.13734235766793,0 19.92492250454689,-34.13714750488912,0 19.9248532116254,-34.13693809129685,0 19.92484658238431,-34.13675511326859,0 19.92487715384006,-34.13659181983764,0 19.92484340996313,-34.13639709208011,0 19.92477411328187,-34.13630213273116,0 19.92415137535349,-34.13630179439596,0 19.92366826380403,-34.13628273659614,0 19.92293340961265,-34.13625656905305,0 19.92265422908879,-34.13630950273824,0 19.92241545090241,-34.13642367502035,0 19.92214187656442,-34.13660395643781,0 19.92201004173722,-34.13675204054366,0 19.92199468787756,-34.13691158343062,0 19.92208970190984,-34.13707608993588,0 19.92227936765387,-34.13721404231799,0 19.92238690045966,-34.13734928303129,0 19.9224814178135,-34.13753095227236,0 19.92270978451904,-34.13777343435743,0 19.9229524613163,-34.13797918431472,0 19.92330747318893,-34.13822110251338,0"
"34062322","Robberg Marine Protected Area","Western Cape","-34.105728","23.388626","18","2013-04-11","2020-11-05",NA
"32361818","Rocherpan","Western Cape","-32.61176","18.29973","58","1992-01-14","2020-10-14","18.29619484093387,-32.61357613814972,0 18.29606965099106,-32.61473628963784,0 18.29732195371554,-32.61583681102665,0 18.29890257878699,-32.61592146923329,0 18.30004579286251,-32.61566682685927,0 18.30087860608674,-32.61523302068007,0 18.30103406772185,-32.61420913967031,0 18.30121217365878,-32.61293301251623,0 18.30159710706099,-32.61170672349606,0 18.30212008358772,-32.61086169536116,0 18.30289277144279,-32.60988167318356,0 18.30346726120015,-32.6088748437771,0 18.30403433821971,-32.60828518698163,0 18.30448803393004,-32.60729322786477,0 18.30501022626849,-32.60620664879606,0 18.30549843957375,-32.60526426239657,0 18.30591740006479,-32.60422077756434,0 18.30622170086214,-32.60338090216415,0 18.30644215695057,-32.60235302488685,0 18.30667278312707,-32.60119425954208,0 18.30660282454588,-32.60026962440923,0 18.3067471417648,-32.59945300760001,0 18.3074545274322,-32.59884268817245,0 18.3082593356329,-32.59874496764819,0 18.30869942027162,-32.5981063256265,0 18.3087091217262,-32.59719699230323,0 18.30856291904772,-32.59668559441574,0 18.30905120088065,-32.59565081055471,0 18.30968551872529,-32.59516135190593,0 18.31017680207323,-32.59464468946962,0 18.31117855629395,-32.59447904379841,0 18.31127796988982,-32.59418018186786,0 18.31048664588664,-32.59371474076279,0 18.30925420523089,-32.59272905250636,0 18.30899352535083,-32.59195801540096,0 18.30881041728814,-32.59076454356709,0 18.30832928206813,-32.58942863999925,0 18.30788152756057,-32.58825932812266,0 18.30829645601807,-32.5878070841863,0 18.31051780894035,-32.58730105092246,0 18.31067492120477,-32.58687844916018,0 18.31053310828358,-32.58630298030861,0 18.30995207982836,-32.58601270126898,0 18.30997015353739,-32.58555524397317,0 18.31120901158801,-32.58510413589139,0 18.31181021747766,-32.58517757011178,0 18.31215556376765,-32.58369656834454,0 18.31241137311488,-32.58201273176973,0 18.31314326119939,-32.58064579824658,0 18.3140357581659,-32.57991916946265,0 18.31461236397453,-32.57854644666912,0 18.31478689453141,-32.57701787733583,0 18.31454629373607,-32.57540768716937,0 18.31521116288978,-32.57367091987774,0 18.3157187025583,-32.57251447688847,0 18.31665933849328,-32.5716098680028,0 18.3172136446256,-32.57070395928587,0 18.31746561396385,-32.56925114959421,0 18.31844890939227,-32.56753767291838,0 18.31857524865018,-32.56637088207654,0 18.31758110512968,-32.56570979088826,0 18.31573094891632,-32.56651627661994,0 18.31560397964056,-32.56709966720219,0 18.31603822749274,-32.56800991842605,0 18.3158128791907,-32.56908788406538,0 18.31545960377417,-32.56929217588262,0 18.31483759369251,-32.56906976233578,0 18.31424672126678,-32.56912308052365,0 18.31389387704776,-32.56972556721202,0 18.31402126110748,-32.57082919628682,0 18.31342232894373,-32.57201701187345,0 18.31256596657171,-32.57276071380431,0 18.31272304397594,-32.5736464254942,0 18.31177457587373,-32.57448325509877,0 18.31119844894128,-32.57582073272512,0 18.31144500980426,-32.57701367863574,0 18.31162486165771,-32.57828865716915,0 18.31116053240372,-32.57929350740916,0 18.31042348207932,-32.5796717706777,0 18.31021667153696,-32.58068549021471,0 18.30991067248048,-32.58208841912444,0 18.30935883558789,-32.58321555387884,0 18.30875843955157,-32.58445620654344,0 18.30821884348528,-32.58572183836808,0 18.30758487395201,-32.58622902329716,0 18.30709614903581,-32.58688170976794,0 18.3065539044153,-32.58805710353139,0 18.30651566491019,-32.58877923012206,0 18.30710298091179,-32.59002738806774,0 18.30726148174412,-32.59119131196067,0 18.3073033205892,-32.59235051253646,0 18.3070539100793,-32.59321217787483,0 18.30665002448643,-32.59381132426543,0 18.30645123282969,-32.59395495039188,0 18.30625351485391,-32.59378856571883,0 18.30616121624118,-32.59340960354369,0 18.30594979129951,-32.59310917903252,0 18.30560657195979,-32.5931197290783,0 18.30511869620761,-32.5932657017802,0 18.30479080213284,-32.59372301818125,0 18.3047138784455,-32.59428973461904,0 18.30486140618902,-32.59514259368611,0 18.30453570798235,-32.59576118123865,0 18.30343156204499,-32.59764158847084,0 18.30259396264215,-32.59902540707356,0 18.30191959731057,-32.60042122364937,0 18.30176444734174,-32.60140775456644,0 18.30170877268033,-32.60211983439176,0 18.3016342878053,-32.60245181521182,0 18.30152324537356,-32.60314345832103,0 18.30108151089021,-32.60426612330169,0 18.30055767094025,-32.60514136514433,0 18.30014702007254,-32.60599016683973,0 18.29957278999416,-32.60729355497378,0 18.29916443912707,-32.60802042430075,0 18.29884472637519,-32.60862895311028,0 18.2985873925652,-32.60909953376556,0 18.29824656463829,-32.6098391079278,0 18.2978423410823,-32.61064720177834,0 18.29756491568534,-32.61127717163124,0 18.29723969919401,-32.61171871849171,0 18.29692778880176,-32.61244065388976,0 18.29619484093387,-32.61357613814972,0"
"32361817","Rocherpan Marine Protected Area","Western Cape","-32.6023","18.2965","76","2018-02-16","2021-01-18"," 18.288402741021514,-32.61531420879062,0 18.289858830542925,-32.615754127684156,0 18.303405484333325,-32.589165750577486,0 18.302396142392922,-32.588713045335034,0"
"33081917","Rocklands Dam","Western Cape","-33.09581","19.34265","11","2002-08-10","2008-01-19",NA
"33592243","Rondevlei","Western Cape","-33.99402","22.71197","8","1992-02-04","1995-07-19",NA
"34041830","Rondevlei Nature Reserve: Block 12","Western Cape","-34.06199","18.499","96","1992-01-16","2012-01-31","18.49625357946755,-34.06091934067865,0 18.49595982560871,-34.06114224802789,0 18.49567470958198,-34.06120196122631,0 18.49537256183233,-34.06105083044874,0 18.49507288169745,-34.06085307227627,0 18.49468837044739,-34.06065206385325,0 18.49434911232501,-34.06066298488986,0 18.49389466920393,-34.06071642737469,0 18.49358711717085,-34.0606583995346,0 18.49329559157729,-34.06083469850395,0 18.49282766543628,-34.06114478877024,0 18.49234129093388,-34.06126726063042,0 18.49182549558066,-34.06141205109513,0 18.4914332306211,-34.06135098769619,0 18.49103774508279,-34.06135997093306,0 18.49061782362826,-34.06129794728176,0 18.49009835636507,-34.06122621033523,0 18.4900215202744,-34.06136974020153,0 18.49024061644612,-34.06149457567209,0 18.49042784500131,-34.06168836925636,0 18.49033470872647,-34.06184858839438,0 18.49040318409658,-34.06215492196469,0 18.49061677483209,-34.0623963820177,0 18.49074153640645,-34.06272798585606,0 18.4908953085821,-34.06306040882799,0 18.49110167200616,-34.06339522745336,0 18.49136551385725,-34.06373200950349,0 18.49163551942182,-34.06397524157357,0 18.49202166577975,-34.06415258347356,0 18.49246565762604,-34.06423975852408,0 18.49288116672763,-34.06434912234484,0 18.49326362667044,-34.0644618096032,0 18.49361522588772,-34.06444185772426,0 18.49395656519556,-34.06459243035015,0 18.49440937018288,-34.06461029192681,0 18.49465321585385,-34.06467120779131,0 18.4949381538045,-34.06473377450173,0 18.49520250472004,-34.06479550533162,0 18.4954090631893,-34.06478681216451,0 18.49569197148358,-34.06488332808885,0 18.49582384491137,-34.06509341581859,0 18.49602304412352,-34.06520485372248,0 18.49626955319229,-34.06521562620198,0 18.49661903351759,-34.06523047210909,0 18.49676805451534,-34.0651509738975,0 18.49698387920537,-34.06498755686171,0 18.49717596642783,-34.06487473432527,0 18.49737096175296,-34.06471164682039,0 18.49761849875679,-34.06470394447062,0 18.49784137379675,-34.06476346159901,0 18.49811325778693,-34.06468855022646,0 18.49838725337243,-34.06458020890025,0 18.49863871687897,-34.06450510205814,0 18.49905147779373,-34.06448767693075,0 18.4994982961488,-34.06459100146533,0 18.49978162037668,-34.06467043863047,0 18.50003111080672,-34.06462941408678,0 18.50035037361882,-34.06445489978108,0 18.50058931141822,-34.06424284857269,0 18.50088185049101,-34.06416939802501,0 18.50146789935634,-34.06402304366967,0 18.50167729972783,-34.06398080018873,0 18.50187819613808,-34.06407443476923,0 18.5021375889792,-34.06422155122592,0 18.50260420721595,-34.06432524757722,0 18.50282102581127,-34.0644524223687,0 18.50273409593903,-34.06453429597573,0 18.50261925740287,-34.06473425174701,0 18.50252494087329,-34.06493501585553,0 18.50243377737485,-34.06508482283719,0 18.5025515695292,-34.06517458163464,0 18.50277699938489,-34.06518340389152,0 18.50285125433813,-34.06498213862694,0 18.50294472278558,-34.06479848346134,0 18.50305299269182,-34.06462450941424,0 18.5033639837179,-34.06461242160905,0 18.50364814154475,-34.06455216514667,0 18.50393294782342,-34.06449224122108,0 18.5039425822641,-34.06430559354161,0 18.50398397889231,-34.06405000093275,0 18.50386839478986,-34.06379546769984,0 18.50375064424604,-34.06334729872717,0 18.50356239113191,-34.06306703365032,0 18.50347438741611,-34.06284199274051,0 18.50349934116318,-34.06243359262707,0 18.50332572343268,-34.06211030374667,0 18.50335004993167,-34.06164391682441,0 18.50305974106057,-34.06125964969522,0 18.50273209818242,-34.06106077850542,0 18.50263151950863,-34.06084650304525,0 18.50277396378647,-34.06037418508404,0 18.50239771044571,-34.05992684503897,0 18.50200640143069,-34.05986566264856,0 18.50156862643725,-34.05961576181399,0 18.50141598793512,-34.05928401180869,0 18.50134604092516,-34.05912145978106,0 18.50080356527008,-34.05914404442363,0 18.50037486852527,-34.05924562740039,0 18.49991808726274,-34.05934619057622,0 18.49953969250655,-34.05956634957028,0 18.49907567238994,-34.05980676875895,0 18.49853594767964,-34.05988094351288,0 18.49796327972541,-34.06004724845998,0 18.49741624252015,-34.06026084021693,0 18.49681664531647,-34.06040256305789,0 18.49652412862277,-34.0606021582443,0 18.49625357946755,-34.06091934067865,0"
"33081827","Sandvlei Farm Dam","Western Cape","-33.137189","18.453704","1","2013-11-12","2013-11-12",NA
"33382209","Seekoegat Dam (Potgieter Dam)","Western Cape","-33.63723","22.13437","8","1999-07-17","2003-01-19",NA
"31412224","Slangfontein Dam","Western Cape","-31.67154","22.40299","2","1998-02-01","1999-07-31",NA
"33381849","Slent Farm Dam","Western Cape","-33.63588","18.8243","23","2000-01-22","2014-01-26",NA
"34431958","Soetendalsvlei","Western Cape","-34.716552","19.983816","13","2000-02-12","2017-01-25",NA
"34222040","Soutpan","Western Cape","-34.36861","20.65875","8","1999-01-27","2013-02-14","20.65822574835077,-34.36785653624614,0 20.65828194377252,-34.36809882703413,0 20.6581923756923,-34.36836376599465,0 20.65796400912832,-34.36842468224577,0 20.65767235355658,-34.36845713277178,0 20.65754875828036,-34.36882649676964,0 20.65761783008328,-34.36925238326617,0 20.65785248447104,-34.36954792217632,0 20.65802360727081,-34.3697501777102,0 20.65837594184073,-34.36978646287123,0 20.65864876069711,-34.36983192717342,0 20.6590335723356,-34.36989287065704,0 20.65935412530243,-34.36992746841094,0 20.65975561349777,-34.36995023058511,0 20.66014597117017,-34.36984216685239,0 20.66054767389331,-34.36986525590806,0 20.66080581508183,-34.36985893397419,0 20.66087547492668,-34.36974303550954,0 20.66075516773444,-34.36954337350186,0 20.66075092805062,-34.3692667249988,0 20.66070838598564,-34.36911993613459,0 20.66078576158424,-34.36880251454872,0 20.66080966322498,-34.3686028903555,0 20.66082127399812,-34.36828191755288,0 20.66090988672976,-34.36808346182765,0 20.66077218823696,-34.36785241797886,0 20.6608117475096,-34.36765253599796,0 20.66085253058535,-34.36742590597308,0 20.66078369344255,-34.36708937977441,0 20.66066127261449,-34.36688547065308,0 20.66068234962016,-34.36675203458804,0 20.66058245325533,-34.36637450700555,0 20.66064414562065,-34.36602681872371,0 20.66054145441776,-34.36572886378453,0 20.66014401451839,-34.36549121859738,0 20.65984684375525,-34.36517351807623,0 20.65946390618277,-34.36497647416034,0 20.65894558473575,-34.36493784220875,0 20.65852416627864,-34.36492868459398,0 20.65822347107977,-34.36517677026807,0 20.65795491345665,-34.36543885932628,0 20.65762123385612,-34.36572634985145,0 20.6573996921791,-34.36605632610892,0 20.65722789964433,-34.36638760711315,0 20.65718342861999,-34.36680175469103,0 20.65718930891244,-34.36710920720884,0 20.65735851520914,-34.36731354439645,0 20.65750162112407,-34.36734367716912,0 20.65782224284715,-34.36737816248566,0 20.65805743738773,-34.36759804122083,0 20.65822574835077,-34.36785653624614,0"
"32192238","Springfontein Dam","Western Cape","-32.3419","22.58954","32","1994-01-23","2011-07-03",NA
"34101854","Steenbras Dam","Western Cape","-34.16624","18.90764","16","1995-07-13","2005-08-01",NA
"34232124","Stilbaai Sewage Works","Western Cape","-34.39153","21.41319","26","2005-02-17","2020-07-01","21.41259981998131,-34.39296110886644,0 21.41297814791941,-34.39305197358963,0 21.41301300031197,-34.39296520667485,0 21.41321505882506,-34.39270062292714,0 21.41338395953247,-34.39244065546949,0 21.41355320988689,-34.39214124205768,0 21.41389165746462,-34.39185321536244,0 21.41416375858545,-34.39160467032263,0 21.41426414365566,-34.39142004559627,0 21.41442986959061,-34.3911773744811,0 21.41455434730321,-34.39096117426564,0 21.41456462881318,-34.39080306094098,0 21.41459119095059,-34.39063250081686,0 21.41453688368389,-34.39048741526993,0 21.4143131278997,-34.39039278633639,0 21.41414481841339,-34.39038393091845,0 21.41399544836196,-34.39023225079672,0 21.41385384863726,-34.39012026967052,0 21.41368474287914,-34.39020238429637,0 21.41346626970996,-34.39035504218779,0 21.4132060088034,-34.3905724174945,0 21.41294476513277,-34.39080334122481,0 21.41279636540321,-34.39097117800957,0 21.41265601143786,-34.39112639198324,0 21.41242897511664,-34.39124082216275,0 21.41220808820076,-34.39140823866772,0 21.41198665858127,-34.39158904676011,0 21.41183931541299,-34.39169866179694,0 21.41164474242193,-34.39179409657419,0 21.41143417520717,-34.39190231462644,0 21.41129923250955,-34.39211162845183,0 21.41119638528487,-34.39232170239158,0 21.41118897770186,-34.39252114046394,0 21.41125168783762,-34.39276931504626,0 21.41138260217066,-34.39292548791007,0 21.41161742057379,-34.39307197905534,0 21.41184918916383,-34.39307211590464,0 21.41213094175215,-34.3930208370559,0 21.41259981998131,-34.39296110886644,0"
"33312237","Stompdrift Dam","Western Cape","-33.51474","22.6097","6","2001-01-13","2004-02-01",NA
"33312238","Stompdrift Dam: Upper Reaches","Western Cape","-33.51888","22.67617","3","2003-03-27","2004-08-21",NA
"34051830","Strandfontein Sewage Works: Central","Western Cape","-34.08276","18.51319","136","0015-11-08","2020-01-12",NA
"34051831","Strandfontein Sewage Works: Combined","Western Cape","-34.0818","18.52244","235","1983-07-15","2014-08-10",NA
"34041831","Strandfontein Sewage Works: North","Western Cape","-34.07569","18.52035","129","2005-03-13","2019-07-01",NA
"34061832","Strandfontein Sewage Works: Southeast","Western Cape","-34.08858","18.52556","131","2005-03-13","2020-01-12",NA
"34061831","Strandfontein Sewage Works: Southwest","Western Cape","-34.09147","18.51294","140","2001-12-12","2020-01-12",NA
"32521928","Suikerbosrand / Rietvlei Dams","Western Cape","-32.85383","19.47492","11","2002-08-09","2008-01-22",NA
"33061946","Swartkop se Dam","Western Cape","-33.11323","19.78034","11","1998-02-15","2003-02-09",NA
"34012246","Swartvlei Beach to Journey's End","Western Cape","-34.02669","22.77441","2","2014-07-27","2015-01-21",NA
"34021913","Theewaterskloof Dam","Western Cape","-34.0333","19.2167","35","1993-01-18","2009-07-25",NA
"34042304","Thesen's Island: Combined (A,B,C & D)","Western Cape","-34.04745","23.05535","13","1999-06-10","2000-11-10",NA
"34042301","Thesen's Island: Section A","Western Cape","-34.04388","23.04971","46","2001-03-09","2006-03-30",NA
"34032304","Thesen's Island: Section B","Western Cape","-34.04636","23.06272","48","2000-11-10","2006-03-30",NA
"34032303","Thesen's Island: Section C","Western Cape","-34.05355","23.04886","45","2000-11-10","2006-03-30",NA
"34022304","Thesen's Island: Section D","Western Cape","-34.04159","23.06034","58","1993-01-23","2006-03-30",NA
"34042303","Thesen's Island: Section E","Western Cape","-34.04864","23.05104","35","2001-08-20","2006-03-30",NA
"33191923","Tweelingdam","Western Cape","-33.32352","19.40486","6","2006-01-28","2009-09-07",NA
"33191952","Verkeerdevlei","Western Cape","-33.33","19.87","0",NA,NA,NA
"32201825","Verlorenvlei","Western Cape","-32.3333","18.4167","57","1992-01-21","2021-01-05",NA
